|input_text|target_text
1621|source target factuality: In addition, Courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities.|"In addition, Courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to [focus|unknown][said|true] the [moves|true] are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities."
1622|source target factuality: Courtaulds has been under pressure to enhance shareholder value since takeover speculators -- including Australian financier Kerry Packer -- surfaced holding small stakes last year.|"Courtaulds has been [under|true] pressure to [enhance|unknown] shareholder value since takeover speculators -- including Australian financier Kerry Packer -- [surfaced|true] holding small stakes last year."
1623|source target factuality: Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy.|"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders [happy|unknown][sold|true] his stake, Courtaulds is [moving|true] to [keep|unknown] its institutional shareholders happy."
1624|"source target factuality: Even without a specific takeover threat, Courtaulds is giving shareholders ""choice and value,"" said Julia Blake, an analyst at London stockbrokers Barclays de Zoete Wedd."|"Even without a specific takeover threat, Courtaulds is giving shareholders ""choice and value,"" [said|true] Julia Blake, an analyst at London stockbrokers Barclays de Zoete Wedd."
1625|source target factuality: Courtaulds Chairman and Chief Executive Sir Christopher Hogg will remain in both posts at the surviving chemical company after the spinoff.|"Courtaulds Chairman and Chief Executive Sir Christopher Hogg will remain in both posts at the surviving chemical company after the [spinoff|true][remain|true] in both posts at the surviving chemical company after the spinoff."
1626|source target factuality: Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.|"Dataproducts Inc. [said|true] it filed a lawsuit in Delaware Chancery Court to [block|unknown] a tender offer by DPC Acquisition Partners, [alleging|true] that the hostile offer violates a standstill agreement between the two concerns."
1627|source target factuality: DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement.|"DPC, an investor group [led|true] by New York-based Crescott Investment Associates, had itself [filed|true] a [suit|true] in state court in Los Angeles [seeking|true] to [nullify|unknown] the [agreement|true]."
1628|source target factuality: Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed.|"Earlier this year, Dataproducts had [rejected|true] a $15 a share [offer|true] from DPC, [saying|true] it was n't adequately financed."
1629|source target factuality: DPC last week launched a new, $10-a-share offer for the Woodland Hills, Calif.-based computer printer maker.|"DPC last week [launched|true] a new, $10-a-share [offer|true] for the Woodland Hills, Calif.-based computer printer maker."
1630|source target factuality: DPC said it could n't comment on the suit.|"DPC [said|true] it could n't [comment|false] on the [suit|true]."
1631|source target factuality: Ratners Group PLC's U.S. subsidiary has agreed to acquire jewelry retailer Weisfield's Inc. for $50 a share, or about $55 million.|"Ratners Group PLC's U.S. subsidiary has [agreed|true] to [acquire|true] jewelry retailer Weisfield's Inc. for $50 a share, or about $55 million."
1632|source target factuality: Weisfield's shares soared on the announcement yesterday, closing up $11 to close at $50 in national over-the-counter trading.|"Weisfield's shares soared on the announcement yesterday, closing up $11 to close at $50 in national over-the-counter [trading|true][$|true][soared|true] on the [announcement|true] yesterday, closing up $11 to [close|true] at $50 in national over-the-counter trading."
1633|source target factuality: Ratners and Weisfield's said they reached an agreement in principle for the acquisition of Weisfield's by Sterling Inc.|"Ratners and Weisfield's [said|true] they reached an agreement in principle for the [acquisition|unknown] of Weisfield's by Sterling Inc."
1634|source target factuality: The companies said the acquisition is subject to a definitive agreement.|"The companies [said|true] the [acquisition|unknown] is subject to a definitive [agreement|unknown]."
1635|source target factuality: They said they expect the transaction to be completed by Dec. 15.|"They [said|true] they expect the transaction to be completed by Dec. 15."
1636|source target factuality: In the fiscal year ended Jan. 31, the company reported sales of $59.5 million and pretax profit of $2.9 million.|"In the fiscal year ended Jan. 31, the company [reported|true] sales of $59.5 million and pretax profit of $2.9 million."
1637|source target factuality: Ratners, which controls 25% of the British jewelry market, would increase the number of its U.S. stores to about 450 stores from 360.|"Ratners, which controls 25% of the British jewelry market, would increase the number of its U.S. stores to about [450|possibly true][increase|possibly true] the number of its U.S. stores to about 450 stores from [360|true]."
